Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%),Has_Outlier,Job Title_Encoded,Industry_Encoded,Job Status_Encoded,AI Impact Level_Encoded,Required Education_Encoded,Location_Encoded,Median Salary (USD)_Normalized,Experience Required (Years)_Normalized,Job Openings (2024)_Normalized,Projected Openings (2030)_Normalized,Remote Work Ratio (%)_Normalized,Automation Risk (%)_Normalized,Gender Diversity (%)_Normalized
Commercial/residential surveyor,Retail,Decreasing,High,128196.85,PhD,11,4829,7422,82.06,57.14,China,61.84,False,120,6,0,0,4,3,1.1065181783321258,0.1565142624753492,-0.07362587673490172,0.8190404630655578,1.1124539179032458,0.24294606443825542,0.6865856525808854
Veterinary surgeon,Entertainment,Increasing,Moderate,130785.77,Master’s Degree,18,7936,6779,63.01,93.95,Canada,35.72,False,626,1,1,2,3,2,1.1817524599782538,1.3115198892042153,1.0123724807314334,0.5947253264035222,0.4547909707828379,1.5230975407304688,-0.8254804222057347
"Geneticist, molecular",Finance,Increasing,Moderate,79347.22,PhD,2,1940,2771,29.89,98.91,Canada,55.67,False,270,2,1,2,4,2,-0.3130570969676725,-1.3284929718903358,-1.083426087459151,-0.8034940635520592,-0.6886104364942175,1.6955928225128476,0.32940924823810414
Firefighter,Retail,Decreasing,Low,96892.23,Associate Degree,15,1694,6104,75.81,71.49,Australia,60.73,False,253,6,0,1,0,0,0.19680269932735991,0.816517477748987,-1.169411152131413,0.35924676147836815,0.8966852344647919,0.7419999542723563,0.6223286333231075
"Programme researcher, broadcasting/film/video",Manufacturing,Decreasing,Low,135852.53,Bachelor’s Degree,19,8256,8360,38.13,40.0,Germany,79.75,False,465,5,0,1,1,4,1.3289930270383934,1.4765206930226247,1.1242229713620184,1.1462684540282164,-0.40414100424895966,-0.35313642139843393,1.7233813416861057
Herbalist,Entertainment,Increasing,Low,63016.12,Bachelor’s Degree,9,3244,3173,55.4,15.91,USA,76.68,False,288,1,1,1,1,7,-0.7876405437296752,-0.17348734516146969,-0.6276353381395176,-0.6632534959966341,0.1920710218281763,-1.1909209653777715,1.5456614776127937
"Scientist, audiological",IT,Decreasing,High,78102.46,Bachelor’s Degree,6,7560,5802,28.52,44.91,China,29.9,False,526,4,0,0,1,3,-0.3492299506757184,-0.6684897566166981,0.8809481542404962,0.25389190724518806,-0.7359069319039266,-0.18238000334369983,-1.1623956042600274
"Therapist, speech and language",Education,Increasing,High,139489.73,Associate Degree,14,9166,8857,5.2,29.84,Canada,47.03,False,611,0,1,0,0,2,1.4346904333712651,0.6515166739305776,1.442297804092744,1.3196504492397743,-1.540983043549486,-0.706473530855888,-0.17075349625486663
Site engineer,Manufacturing,Increasing,Moderate,138332.83,Master’s Degree,0,2896,2547,84.79,88.01,Australia,26.66,False,545,5,1,2,3,0,1.4010708003055823,-1.6584945795271546,-0.7492727467002785,-0.8816380613938881,1.2067016788291627,1.3165205298862486,-1.3499566334448914
Speech and language therapist,Retail,Increasing,High,129946.8,Associate Degree,2,7837,7773,34.23,80.88,USA,30.83,False,556,6,1,0,0,7,1.1573719054332496,-1.3284929718903358,0.9777687351925963,0.941489316826638,-0.5387806627145552,1.068558562324078,-1.1085586421791869
Industrial buyer,Healthcare,Increasing,Low,98697.42,PhD,17,8735,7772,69.65,42.78,Germany,22.59,False,315,3,1,1,4,4,0.24926170651366705,1.1465190853858058,1.2916491745246752,0.9411404596934154,0.6840236200678517,-0.25645559814137464,-1.5855657040567421
Tourist information centre manager,Finance,Increasing,Moderate,124478.37,Bachelor’s Degree,5,784,4828,15.11,99.31,Australia,62.12,False,615,2,1,2,1,0,0.9984587668340896,-0.8334905604351075,-1.487485984862139,-0.08589494051347864,-1.1988602190894735,1.7095037323340074,0.7027946304116758
"Horticulturist, commercial",Entertainment,Decreasing,Low,87141.91,Associate Degree,17,4333,3245,97.52,78.86,Canada,63.46,False,299,1,0,1,0,2,-0.08654260335479176,1.1465190853858058,-0.24699413721230828,-0.6381357824046177,1.6461793332566055,0.9983084677272223,0.7803661671733173
Technical sales engineer,Transportation,Decreasing,Moderate,65322.39,Associate Degree,14,4045,8905,95.52,40.35,China,37.41,False,593,7,0,2,0,3,-0.7206201001732826,0.6515166739305776,-0.3476595787798347,1.3363955916344519,1.5771333545563002,-0.34096437530491924,-0.7276476631556051
"Social research officer, government",Education,Increasing,High,37264.49,PhD,13,9305,8468,13.73,86.63,Germany,56.88,False,546,0,1,0,4,4,-1.5359855618325462,0.48651587011216807,1.4908828609604046,1.183945024416241,-1.2465019443926844,1.2685278910032476,0.3994551881497355
Public house manager,Transportation,Increasing,High,132257.14,Bachelor’s Degree,4,3203,1344,49.03,85.38,China,60.63,False,483,7,1,0,1,3,1.2245106236085184,-0.9984913642535169,-0.6419661822515612,-1.301313192660496,-0.027840420332295907,1.2250562978121238,0.616539712669254
Tourist information centre manager,Healthcare,Decreasing,Moderate,30087.69,PhD,12,153,9310,2.33,70.84,Australia,57.36,False,615,3,0,2,4,0,-1.744544108453505,0.32151506629375864,-1.7080411710743235,1.4776827305895444,-1.6400640229844243,0.7193947258129723,0.4272420072882337
Dealer,Education,Decreasing,Moderate,30914.56,High School,15,2757,3502,72.11,81.07,UK,48.46,False,153,0,0,2,2,6,-1.720515181153807,0.816517477748987,-0.7978578035679389,-0.5484794991664479,0.7689501738692269,1.075166244489129,-0.0879719309047569
Minerals surveyor,Education,Decreasing,Low,116875.01,Bachelor’s Degree,7,379,4335,19.09,56.16,Canada,30.03,False,383,0,0,1,1,2,0.7775043427124848,-0.5034889527982885,-1.6290467620664728,-0.2578815071921467,-1.061458721475866,0.20886433537641422,-1.1548700074100173
IT technical support officer,Finance,Increasing,Moderate,115408.88,Master’s Degree,15,6844,1453,13.53,41.44,Brazil,71.48,False,310,2,1,2,3,1,0.7348984540215104,0.816517477748987,0.6306826814545625,-1.263287765139249,-1.2534065422627148,-0.3030571460422594,1.2446376036123945
"Engineer, chemical",Entertainment,Decreasing,Moderate,133418.27,Master’s Degree,5,7902,5180,4.47,76.83,UK,73.31,False,201,1,0,2,3,6,1.2582531809095423,-0.8334905604351075,1.000488366101934,0.036902770380823915,-1.5661848257750977,0.9277106003848372,1.3505748515779195
Clinical embryologist,Manufacturing,Decreasing,Low,112732.97,PhD,3,3877,7259,77.07,13.06,UK,71.23,False,111,5,0,1,4,6,0.6571362340225568,-1.1634921680719263,-0.40638108636089176,0.7621767503502984,0.9401842010459839,-1.2900361978535337,1.2301653019777599
Prison officer,Education,Increasing,High,59917.55,Master’s Degree,4,230,2807,95.07,21.49,UK,56.59,False,451,0,1,0,3,6,-0.8776853068278951,-0.9984913642535169,-1.681127146766339,-0.790935206756051,1.5615980093487314,-0.996863773372595,0.38266731825355943
Leisure centre manager,Entertainment,Increasing,Low,136168.23,PhD,12,3889,7806,87.04,92.61,Canada,44.01,False,345,1,1,1,4,2,1.3381673015295648,0.32151506629375864,-0.40218669296224485,0.9530016022229788,1.2843784048670062,1.476495992829584,-0.3455789000012524
"Secretary, company",Finance,Decreasing,Moderate,137251.17,Bachelor’s Degree,7,4842,7258,71.64,28.57,India,49.21,False,539,2,0,2,1,5,1.3696376493834412,-0.5034889527982885,-0.0690819505530342,0.7618278932170759,0.7527243688746553,-0.7506406695380698,-0.0445550260008532
Public relations officer,Education,Increasing,Low,43463.35,Master’s Degree,11,7212,2840,62.04,71.2,Canada,30.75,False,486,0,1,1,3,2,-1.3558460522590876,0.1565142624753492,0.7593107456797351,-0.7794229213597101,0.4213036711131899,0.7319145446520159,-1.1131897787022698
Hospital doctor,Finance,Increasing,High,60061.73,High School,15,8262,2566,40.8,17.82,Australia,55.16,False,300,2,1,0,2,0,-0.8734954211891968,0.816517477748987,1.126320168061342,-0.8750097758626616,-0.3119646226840523,-1.1244963709817344,0.2998857529034493
Games developer,Retail,Increasing,High,75713.34,High School,13,6330,518,54.43,97.45,Germany,68.91,False,267,6,1,0,2,4,-0.41865802375885675,0.48651587011216807,0.45102283087918554,-1.58946918470224,0.1585837221585283,1.6448180016656153,1.0958623428083507
Ship broker,IT,Increasing,High,97674.24,Bachelor’s Degree,13,6333,2216,92.93,38.9,Germany,56.03,False,544,4,1,0,1,4,0.21952799041016255,0.48651587011216807,0.4520714292288473,-0.9971097724905192,1.4877188121394052,-0.3913914234066229,0.35024936259197786
Industrial/product designer,Finance,Increasing,High,36320.6,High School,12,2594,5623,10.6,5.01,UK,21.44,False,316,2,1,0,2,6,-1.563415102375693,0.32151506629375864,-0.8548316472328931,0.19144648039836945,-1.3545589010586618,-1.569993258004371,-1.6521382915760612
Public relations account executive,Finance,Decreasing,Moderate,140644.83,Master’s Degree,13,520,3374,38.18,83.93,Australia,61.76,False,485,2,0,2,3,0,1.4682577582516942,0.48651587011216807,-1.5797626396323714,-0.5931332122189216,-0.4024148547814521,1.1746292497104207,0.681954516057802
Geoscientist,Healthcare,Increasing,Low,143763.82,High School,10,9729,2719,2.83,64.48,USA,23.44,False,277,3,1,1,2,7,1.5588959286514976,-0.008486541343060247,1.6390847610459294,-0.8216346344796266,-1.622802528309348,0.4982112596565344,-1.5363598784989847
Hydrographic surveyor,Transportation,Decreasing,Low,58983.53,Associate Degree,8,1506,6545,51.27,91.65,Canada,21.43,False,306,7,0,1,0,2,-0.9048280241552428,-0.33848814897987917,-1.2351233153768817,0.5130927572294688,0.04949107581204608,1.443109809258801,-1.6527171836414467
"Scientist, biomedical",Entertainment,Increasing,High,85298.4,Associate Degree,4,3946,7707,96.45,35.0,Canada,33.85,False,527,1,1,0,0,2,-0.14011519368491185,-0.9984913642535169,-0.3822633243186719,0.9184647460339562,1.6092397346519425,-0.5270227941629291,-0.9337332384328011
"Investment banker, corporate",Finance,Increasing,Low,109372.7,Bachelor’s Degree,3,8576,3853,60.84,52.09,China,67.26,False,329,2,1,1,1,3,0.5594864419907306,-1.1634921680719263,1.2360734619926033,-0.42603064540536784,0.37987608389300687,0.06732082794611542,1.000345152019763
Soil scientist,Finance,Decreasing,High,47104.54,High School,12,8162,1020,43.28,68.17,USA,56.01,False,550,2,0,0,2,7,-1.2500326961155739,0.32151506629375864,1.091366889739284,-1.4143429038245698,-0.22634760909567359,0.6265394027567317,0.3490915784612069
"Loss adjuster, chartered",Retail,Increasing,High,84797.82,Master’s Degree,10,634,1277,6.34,85.7,India,27.6,False,355,6,1,0,3,5,-0.1546621000035381,-0.008486541343060247,-1.5399159023452256,-1.3246866205864,-1.5016268356903124,1.2361850256690519,-1.2955407792986653
Drilling engineer,Transportation,Increasing,Low,147851.09,Associate Degree,13,7907,9146,90.23,29.07,China,54.95,False,176,7,1,1,0,3,1.6776724155046139,0.48651587011216807,1.0022360300180366,1.4204701607410624,1.394506740893993,-0.7332520322616203,0.2877290195303566
Commercial horticulturist,Education,Increasing,Low,58827.5,Associate Degree,6,3317,6885,50.41,71.21,Brazil,33.07,False,119,0,1,1,0,1,-0.9093622720135177,-0.6684897566166981,-0.6021194449644154,0.631704182525102,0.01980130497091458,0.7322623173975445,-0.978886819532861
Primary school teacher,Education,Increasing,High,93323.86,Bachelor’s Degree,19,1896,7519,62.4,17.5,Germany,27.04,False,448,0,1,0,1,4,0.0931054998783255,1.4765206930226247,-1.0988055299208563,0.8528796049881355,0.4337319472792448,-1.135625098838662,-1.3279587349602469
Social researcher,Healthcare,Increasing,High,69170.65,Associate Degree,15,2122,2406,51.1,81.32,Canada,50.14,False,547,3,1,0,0,2,-0.6087892685185661,0.816517477748987,-1.0198111209130059,-0.9308269171782536,0.043622167622520074,1.0838605631273537,0.009281936079987388
"Engineer, aeronautical",IT,Increasing,Low,119843.39,High School,0,4838,8386,52.8,85.14,Germany,55.94,False,195,4,1,1,2,4,0.8637657710118275,-1.6584945795271546,-0.07048008168591652,1.155338739492,0.10231124951777941,1.2167097519194283,0.3450393340035092
Government social research officer,Retail,Decreasing,Low,40436.77,Bachelor’s Degree,19,4664,3730,9.12,28.71,China,49.83,False,279,6,0,1,1,3,-1.4437987785482502,1.4765206930226247,-0.13129878596629704,-0.4689400727917292,-1.405652925296888,-0.7457718511006639,-0.00866371794695961
Private music teacher,IT,Increasing,Moderate,113835.56,Master’s Degree,16,9091,3868,85.54,92.42,China,26.29,False,452,4,1,2,3,3,0.6891776128987693,0.9815182815673964,1.4160828453512009,-0.4207977884070311,1.232593920841777,1.4698883106645333,-1.3713756398641506
Marine scientist,Entertainment,Decreasing,Moderate,143270.55,PhD,11,6634,2660,83.45,80.35,Germany,79.73,False,363,1,0,2,4,4,1.5445614516852002,0.1565142624753492,0.5572807969782412,-0.8422172053397512,1.160440873099958,1.0501266068110418,1.7222235575553353
Civil Service fast streamer,Entertainment,Decreasing,High,84547.72,Associate Degree,10,3342,9263,31.82,6.33,USA,64.54,False,105,1,0,0,0,7,-0.1619300317432972,-0.008486541343060247,-0.5933811253839009,1.4612864453280892,-0.6219810670484229,-1.5240872555945444,0.8428865102349389
"Conservator, museum/gallery",Transportation,Decreasing,Moderate,108901.43,Master’s Degree,0,541,9130,44.56,12.01,USA,71.92,False,134,7,0,2,3,7,0.5457912872886266,-1.6584945795271546,-1.5724224511847393,1.414888446609503,-0.18215818272747816,-1.3265523361340779,1.270108854489351
Architectural technologist,Transportation,Decreasing,Low,105041.31,High School,20,3555,7047,52.79,23.98,UK,38.84,False,42,7,0,1,2,6,0.43361580281330403,1.6415214968410343,-0.5189306425579178,0.6882190381071389,0.10196601962427795,-0.9102683597358764,-0.644866097805495
"Teacher, music",Transportation,Increasing,Moderate,60389.59,PhD,9,7060,4429,21.01,78.8,Brazil,53.99,False,586,7,1,2,4,1,-0.8639677758465446,-0.17348734516146969,0.7061817626302074,-0.22508893666923638,-0.9951745819235729,0.9962218312540483,0.23215538125335985
Illustrator,Retail,Decreasing,Low,65791.22,Bachelor’s Degree,0,2301,7514,60.63,18.21,Germany,40.3,False,312,6,0,1,1,4,-0.7069958521222983,-1.6584945795271546,-0.9572447527165223,0.8511353193220232,0.37262625612947475,-1.1109332339061038,-0.5603478562592294
"Scientist, marine",Manufacturing,Increasing,Low,129175.59,PhD,16,9025,2637,14.97,20.78,Brazil,31.86,False,530,5,1,1,4,1,1.1349604634619601,0.9815182815673964,1.3930136816586427,-0.8502409194038676,-1.203693437598495,-1.0215556383051532,-1.0489327594444924
Dance movement psychotherapist,Healthcare,Increasing,Moderate,117821.9,Associate Degree,16,832,4716,39.3,58.88,China,58.51,False,148,3,1,2,0,3,0.8050210635643853,0.9815182815673964,-1.4707084112675513,-0.12496693943439309,-0.36374910670928123,0.3034585221602998,0.49381459480755263
"Engineer, technical sales",Transportation,Decreasing,Low,125557.0,Associate Degree,3,5679,5396,97.26,50.27,USA,67.81,False,221,7,0,1,0,7,1.0298038656443904,-1.1634921680719263,0.22347698900258942,0.11225591115687321,1.637203356025566,0.004026188259839179,1.0321842156159589
"Engineer, manufacturing",Manufacturing,Decreasing,High,134512.64,Associate Degree,1,5012,9167,59.62,80.12,Brazil,27.03,False,213,5,0,0,0,1,1.290055685739771,-1.4934937757087452,-0.009661377405535977,1.427796160538734,0.33775803688582046,1.0421278336638753,-1.3285376270256322
Petroleum engineer,Finance,Increasing,Moderate,85290.02,Bachelor’s Degree,17,9499,4810,56.68,84.6,Brazil,40.87,False,430,2,1,2,1,1,-0.1403587173473633,1.1465190853858058,1.5586922209051965,-0.09217436891148276,0.23626044819637174,1.1979300236608625,-0.5273510085322626
"Administrator, Civil Service",IT,Increasing,Moderate,138894.25,Master’s Degree,19,963,6978,11.71,49.15,USA,64.16,False,11,4,1,2,3,7,1.4173857232857323,1.4765206930226247,-1.4249196166656555,0.6641478959147898,-1.3162383828799924,-0.03492435923940789,0.8208886117502938
"Production assistant, television",IT,Decreasing,Moderate,68808.23,Associate Degree,12,9635,9935,52.91,14.39,Australia,65.11,False,460,4,0,2,0,0,-0.6193212310180599,0.32151506629375864,1.6062286794231952,1.6957184388535758,0.10610877834629619,-1.243782422698178,0.8758833579619053
Actor,Transportation,Decreasing,Moderate,83520.15,Master’s Degree,1,3442,7701,92.96,64.55,Germany,69.99,False,7,7,0,2,3,4,-0.19179132169861157,-1.4934937757087452,-0.5584278470618431,0.9163716032346215,1.4887545018199093,0.5006456688752371,1.158382685869972
"Teacher, adult education",Education,Increasing,High,127890.91,High School,2,1123,2489,37.16,27.28,Brazil,27.57,False,584,0,1,0,2,1,1.097627530445433,-1.3284929718903358,-1.368994371350363,-0.9018717751207902,-0.4376283039186079,-0.7955033537113095,-1.2972774554948217
Counselling psychologist,Healthcare,Increasing,Low,34057.04,Associate Degree,15,1313,1632,27.1,94.79,Australia,50.64,False,143,3,1,1,0,0,-1.6291943889364635,0.816517477748987,-1.3025831425384533,-1.2008423382924303,-0.7849295767811433,1.552310451354904,0.03822653934925653
"Engineer, communications",Finance,Increasing,Moderate,97970.79,High School,13,2213,507,79.83,48.99,UK,45.46,False,204,2,1,2,2,6,0.22814576393045613,0.48651587011216807,-0.9880036376399333,-1.593306613167687,1.0354676516524053,-0.04048872316787162,-0.26163955052037174
Toxicologist,Finance,Decreasing,Moderate,146519.43,Associate Degree,12,8925,1909,68.11,27.59,Canada,59.93,False,617,2,0,2,0,2,1.6389742388530049,0.32151506629375864,1.3580604033365848,-1.1042089123898116,0.6308582164686164,-0.7847223985999109,0.576017268092277
"Engineer, manufacturing",Manufacturing,Increasing,High,72979.51,High School,18,9334,2381,74.61,61.18,China,61.86,False,213,5,1,0,2,3,-0.4981034049188133,1.3115198892042153,1.5010193116738013,-0.9395483455088148,0.8552576472446086,0.38344625363196744,0.6877434367116559
Warden/ranger,Finance,Increasing,High,74334.69,Associate Degree,13,4118,6178,50.52,32.02,India,36.28,False,630,2,1,0,0,5,-0.458721734646576,0.48651587011216807,-0.3221436856047325,0.38506218933682945,0.023598833799431597,-0.6306590723305681,-0.7930624665441531
"Accountant, chartered",Entertainment,Decreasing,High,104136.35,High School,17,643,4031,62.41,10.95,Canada,44.89,False,2,1,0,0,2,2,0.40731757207674996,1.1465190853858058,-1.5367701072962403,-0.36393407569177166,0.43407717717274624,-1.363416247160151,-0.29463639824733856
"Nurse, learning disability",Education,Increasing,Low,30534.37,Associate Degree,9,1161,582,73.58,66.71,Canada,48.27,False,402,0,1,1,0,2,-1.7315635416821515,-0.17348734516146969,-1.3557121255879812,-1.5671423281760033,0.8196989682139513,0.5757645819094989,-0.09897088014707904
"Engineer, production",Finance,Decreasing,Moderate,138824.29,Master’s Degree,1,3373,3333,44.43,98.45,Germany,60.28,False,218,2,0,2,3,4,1.4153526784855985,-1.4934937757087452,-0.582545609104063,-0.6074363546810421,-0.1866461713429981,1.6795952762185145,0.5962784903807655
"Sales professional, IT",Education,Decreasing,Moderate,138000.46,High School,1,1448,723,15.07,8.74,Australia,45.24,False,522,0,0,2,2,0,1.3914120938987704,-1.4934937757087452,-1.2553962168036752,-1.5179534723916377,-1.2002411386634797,-1.4402740239220575,-0.2743751759588501
Chiropractor,Entertainment,Increasing,Low,101877.49,Associate Degree,18,1504,8014,66.56,0.94,China,73.78,False,103,1,1,1,0,3,0.34167486799969343,1.3115198892042153,-1.2358223809433229,1.0255638859332485,0.57734758297588,-1.71153676543467,1.3777827786510324
"Engineer, energy",Manufacturing,Decreasing,Moderate,69960.23,Bachelor’s Degree,12,2501,7955,17.78,89.1,Germany,71.58,False,209,5,0,2,1,4,-0.5858439924566754,0.32151506629375864,-0.8873381960724068,1.004981315073124,-1.106683837524566,1.3544277591489082,1.250426524266248
Retail buyer,Manufacturing,Increasing,Low,43309.35,High School,16,9892,7574,47.46,26.13,India,39.81,False,514,5,1,1,2,5,-1.3603213081084393,0.9815182815673964,1.6960586047108837,0.8720667473153703,-0.08204151361203556,-0.8354972194471435,-0.5887135674631129
"Physicist, medical",Healthcare,Increasing,High,144536.1,Associate Degree,14,8606,9257,53.99,42.88,USA,73.59,False,435,3,1,0,0,7,1.5813384649329092,0.6515166739305776,1.2465594454892206,1.4591933025287545,0.14339360684446123,-0.2529778706860847,1.3667838294087102
Environmental education officer,Entertainment,Decreasing,High,82080.41,Master’s Degree,18,3714,6511,84.85,21.3,Germany,54.05,False,227,1,0,0,3,4,-0.23363031427358333,1.3115198892042153,-0.46335493002584593,0.5012316146999054,1.2087730581901714,-1.0034714555376458,0.23562873364567186
Ergonomist,Finance,Decreasing,High,123456.94,High School,1,8915,665,15.87,44.62,India,33.0,False,232,2,0,0,2,5,0.9687759059106914,-1.4934937757087452,1.3545650755043792,-1.5381871861185399,-1.1726227471833577,-0.19246541296404054,-0.9829390639905587
Petroleum engineer,Entertainment,Decreasing,Moderate,91966.36,Associate Degree,2,431,3254,52.96,94.22,Canada,61.61,False,430,1,0,2,0,2,0.05365641016731898,-1.3284929718903358,-1.6108710573390028,-0.6349960682056156,0.10783492781380397,1.5324874048597514,0.6732711350770214
Chief Operating Officer,Finance,Increasing,Moderate,30588.84,High School,0,1934,4656,64.67,82.35,UK,59.43,False,97,2,1,2,2,6,-1.7299806378762153,-1.6584945795271546,-1.0855232841584743,-0.14589836742774012,0.5120991331040914,1.1196811559168398,0.547072664823008
Food technologist,Healthcare,Decreasing,High,91103.31,Bachelor’s Degree,16,6060,8424,11.8,77.69,USA,35.57,False,257,3,0,0,1,7,0.02857608834405246,0.9815182815673964,0.35664897940962953,1.168595310554453,-1.3131313138384786,0.9576190565003303,-0.8341638031865154
Writer,Manufacturing,Increasing,Moderate,52238.85,Associate Degree,8,3712,5090,57.49,3.77,India,73.91,False,637,5,1,2,0,5,-1.1008291191033324,-0.33848814897987917,-0.4640539955922871,0.005505628390803373,0.26422406956999545,-1.6131170784499655,1.385308375501042
Dentist,Manufacturing,Decreasing,High,117341.12,Bachelor’s Degree,9,8825,9685,70.23,27.33,USA,56.64,False,154,5,0,0,1,7,0.7910495472835325,-0.17348734516146969,1.3231071250145272,1.608504155547963,0.7040469538909402,-0.7937644899836647,0.3855617785804862
IT sales professional,Education,Increasing,Moderate,46181.3,Associate Degree,6,9757,5447,21.74,74.09,China,21.54,False,309,0,1,2,0,3,-1.2768621455334668,-0.6684897566166981,1.6488716789761055,0.1300476249512182,-0.9699727996979616,0.832420868109894,-1.6463493709222075
Dentist,Manufacturing,Increasing,High,48632.42,High School,4,1023,1931,18.29,1.83,Brazil,68.4,False,154,5,1,0,2,1,-1.205632346069421,-0.9984913642535169,-1.4039476496724208,-1.0965340554589176,-1.0890771129559882,-1.6805849910825899,1.0663388474736966
Software engineer,Retail,Increasing,Moderate,131211.7,Associate Degree,2,3489,2360,64.99,67.43,UK,48.52,False,549,6,1,2,0,6,1.1941300296140618,-1.3284929718903358,-0.541999806250476,-0.9468743453064863,0.52314648969614,0.6008042195875867,-0.08449857851244448
"Engineer, manufacturing",Education,Decreasing,Moderate,107836.67,PhD,6,6536,4635,71.25,11.18,Canada,59.55,False,213,0,0,2,4,2,0.514849252105797,-0.6684897566166981,0.5230265842226246,-0.15322436722541158,0.7392604030280957,-1.355417474012984,0.5540193696076324
"Surveyor, hydrographic",IT,Increasing,Moderate,97221.35,Master’s Degree,8,9225,3125,89.4,17.33,Australia,62.25,False,570,4,1,2,3,0,0.20636696039968908,-0.33848814897987917,1.4629202383027582,-0.6799986383913118,1.3658526597333664,-1.141537235512655,0.7103202272616859
"Optician, dispensing",Manufacturing,Increasing,Moderate,124136.68,PhD,3,1826,5054,70.41,49.35,Australia,52.62,False,415,5,1,2,4,0,0.9885292202680831,-1.1634921680719263,-1.1232728247462969,-0.007053228405204843,0.7102610919739674,-0.02796890432882799,0.15284716829556214
"Engineer, electrical",IT,Increasing,High,137348.66,PhD,8,4961,9023,95.83,9.96,Germany,31.37,False,207,4,1,0,4,4,1.372470718816904,-0.33848814897987917,-0.027487549349785444,1.377560733354701,1.5878354812548476,-1.3978457489675207,-1.0772984706483761
"Therapist, nutritional",Entertainment,Decreasing,Low,74650.74,Bachelor’s Degree,4,6179,9525,41.54,53.98,Brazil,27.87,False,609,1,0,1,1,1,-0.44953728911938357,-0.9984913642535169,0.3982433806128783,1.552687014232371,-0.28641761056493925,0.13304987685109435,-1.27991069353326
Financial adviser,Healthcare,Decreasing,High,47278.44,High School,11,5371,341,23.63,40.19,Brazil,23.61,False,246,3,0,0,2,1,-1.2449791442181564,0.1565142624753492,0.11582089177065145,-1.6512168972826138,-0.904724349826173,-0.34652873923338323,-1.5265187133874332
"Civil engineer, consulting",Transportation,Decreasing,Low,129380.22,High School,8,735,5981,91.93,55.23,India,67.54,False,106,7,0,1,2,5,1.1409070323220436,-0.33848814897987917,-1.5046130912399471,0.3163373340920067,1.4531958227892525,0.17652147004221813,1.0165541298505538
Occupational therapist,Healthcare,Increasing,Moderate,116833.13,Bachelor’s Degree,4,541,5390,70.08,88.1,Germany,23.59,False,407,3,1,2,1,4,0.7762873056022848,-0.9984913642535169,-1.5724224511847393,0.1101627683575385,0.6988685054884171,1.319650484596009,-1.527676497518204
Production engineer,Healthcare,Increasing,Moderate,96452.33,Master’s Degree,17,3798,7300,98.54,13.91,Brazil,79.64,False,462,3,1,2,3,1,0.1840191600537897,1.1465190853858058,-0.43399417623531744,0.7764798928124188,1.6813927823937616,-1.2604755144835695,1.7170135289668667
"Engineer, energy",Healthcare,Decreasing,Low,77997.65,Associate Degree,11,1283,6533,34.12,31.45,Canada,75.06,False,209,3,0,1,0,2,-0.35227574006254053,0.1565142624753492,-1.3130691260350706,0.5089064716307994,-0.5425781915430719,-0.6504821188257207,1.4518809630203613
Accommodation manager,Manufacturing,Decreasing,Low,131108.11,Associate Degree,5,2714,7869,49.16,3.09,India,71.68,False,1,5,0,1,0,5,1.191119693552799,-0.8334905604351075,-0.8128877132464237,0.9749796016159932,-0.023352431716776218,-1.6367656251459373,1.2562154449201022
Science writer,Retail,Decreasing,Low,71425.5,Master’s Degree,14,3449,528,52.98,59.68,China,42.58,False,524,6,0,1,3,3,-0.54326309545421,0.6515166739305776,-0.555981117579299,-1.5859806133700156,0.10852538760080688,0.3312803418026189,-0.42836046535136213
Medical technical officer,Healthcare,Decreasing,High,62680.98,Bachelor’s Degree,17,563,6810,16.3,78.5,UK,57.39,False,375,3,0,0,1,6,-0.7973797466215696,1.1465190853858058,-1.5647327299538865,0.6055398975334182,-1.1577778617627916,0.9857886488881786,0.4289786834843899
Agricultural engineer,Retail,Decreasing,Moderate,146465.92,High School,14,3477,3498,81.62,63.31,China,28.29,False,26,6,0,2,2,3,1.6374192327458703,0.6515166739305776,-0.5461941996491229,-0.5498749276993378,1.0972638025891788,0.4575218484296425,-1.255597226787074
Immunologist,Finance,Increasing,Moderate,91963.74,High School,15,9656,4773,85.38,16.82,Canada,51.2,False,314,2,1,2,2,2,0.0535802726976743,0.816517477748987,1.6135688678708273,-0.10508208284071342,1.2270702425457525,-1.1592736455346335,0.0706444950108381
Adult guidance worker,Entertainment,Increasing,Low,121949.14,PhD,10,8739,5361,18.45,72.45,India,22.24,False,17,1,1,1,4,5,0.9249590827311291,-0.008486541343060247,1.2930473056575575,0.10004591149408744,-1.0835534346599638,0.7753861378431396,-1.6058269263452307
Financial controller,Healthcare,Increasing,Low,128821.83,High School,16,2733,6293,26.05,31.26,China,71.79,False,247,3,1,1,2,3,1.1246801614537352,0.9815182815673964,-0.8062465903652327,0.42518075965741126,-0.8211787155988036,-0.6570898009907714,1.2625832576393414
Radiation protection practitioner,Manufacturing,Increasing,Moderate,118520.03,PhD,7,234,6156,79.63,44.03,Germany,24.21,False,494,5,1,2,4,4,0.825308793214437,-0.5034889527982885,-1.6797290156334566,0.3773873324059355,1.0285630537823747,-0.21298400495025083,-1.4917851894643102
